generation,class,fitness_mean,fitness_std,n
272,0,-11.385851506899069,0.007566397919091412,10
273,-2,-10.904842589265062,0.0,1
273,-1,-10.964147993658509,0.0,1
273,0,-11.385851506899069,0.007566397919091412,10
274,-2,-10.904842589265062,0.0,1
274,-1,-10.964147993658509,0.0,1
274,0,-11.363604556587287,0.030087614749985624,5
275,-2,-10.904842589265062,0.0,1
275,-1,-10.964147993658509,0.0,1
275,0,-11.363604556587287,0.030087614749985624,5
276,-2,-10.904842589265062,0.0,1
276,-1,-10.964147993658509,0.0,1
276,0,-11.354634163005713,0.03474218495035582,6
277,-2,-10.904842589265062,0.0,1
277,-1,-10.964147993658509,0.0,1
277,0,-11.354634163005713,0.03474218495035582,6
278,-2,-10.904842589265062,0.0,1
278,-1,-10.964147993658509,0.0,1
278,0,-11.354634163005713,0.03474218495035582,6
279,-2,-10.904842589265062,0.0,1
279,-1,-10.964147993658509,0.0,1
279,0,-11.354634163005713,0.03474218495035582,6
280,-2,-10.904842589265062,0.0,1
280,-1,-10.964147993658509,0.0,1
280,0,-11.348226739018875,0.03596157793581413,7
281,-2,-10.904842589265062,0.0,1
281,-1,-10.964147993658509,0.0,1
281,0,-11.343421171028748,0.03596157793581412,8
282,-2,-10.904842589265062,0.0,1
282,-1,-10.964147993658509,0.0,1
282,0,-11.343421171028748,0.03596157793581412,8
283,-2,-10.904842589265062,0.0,1
283,-1,-10.964147993658509,0.0,1
283,0,-11.343421171028748,0.03596157793581412,8
284,-2,-10.904842589265062,0.0,1
284,-1,-10.964147993658509,0.0,1
284,0,-11.343421171028748,0.03596157793581412,8
285,-2,-10.904842589265062,0.0,1
285,-1,-10.964147993658509,0.0,1
285,0,-11.336693375842568,0.034742184950355796,10
286,-2,-10.904842589265062,0.0,1
286,-1,-10.964147993658509,0.0,1
286,0,-11.336693375842568,0.034742184950355796,10
287,-2,-10.904842589265062,0.0,1
287,-1,-10.907334801782435,0.0,1
287,0,-11.336693375842568,0.034742184950355796,10
288,-2,-10.904842589265062,0.0,1
288,-1,-10.907334801782435,0.0,1
288,0,-11.336693375842568,0.034742184950355796,10
289,-2,-10.904842589265062,0.0,1
289,-1,-10.907334801782435,0.0,1
289,0,-11.336693375842568,0.034742184950355796,10
290,-2,-10.904842589265062,0.0,1
290,-1,-10.907334801782435,0.0,1
290,0,-11.336693375842568,0.034742184950355796,10
291,-2,-10.904842589265062,0.0,1
291,-1,-10.907334801782435,0.0,1
291,0,-11.334246904865777,0.033943407257601914,11
292,-2,-10.904842589265062,0.0,1
292,-1,-10.907334801782435,0.0,1
292,0,-11.334246904865777,0.033943407257601914,11
293,-2,-10.904842589265062,0.0,1
293,-1,-10.907334801782435,0.0,1
293,0,-11.334246904865777,0.033943407257601914,11
294,-2,-10.773168124854076,0.0,1
294,-1,-10.907334801782435,0.0,1
294,0,-11.334246904865777,0.033943407257601914,11
295,-2,-10.773168124854076,0.0,1
295,-1,-10.907334801782435,0.0,1
295,0,-11.334246904865777,0.033943407257601914,11
296,-2,-10.773168124854076,0.0,1
296,-1,-10.907334801782435,0.0,1
296,0,-11.334246904865777,0.033943407257601914,11
297,-2,-10.773168124854076,0.0,1
297,-1,-10.907334801782435,0.0,1
297,0,-11.334246904865777,0.033943407257601914,11
298,-2,-10.710024982707237,0.0,1
298,-1,-10.907334801782435,0.0,1
298,0,-11.332208179051783,0.03312537361881544,12
299,-2,-10.710024982707237,0.0,1
299,-1,-10.84614371812626,0.0,1
299,0,-11.332208179051783,0.03312537361881544,12
300,-2,-10.710024982707237,0.0,2
300,-1,-10.84614371812626,0.0,2
300,0,-11.332208179051783,0.03239725451498255,24
